Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Stress_Level,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Sector,Affected_by_Covid
1,1,6.707264659308062,1.0436894304846653,1,Low,0,0,1,0,1,0,1,Retail,1
1,1,8.1159658931777,4.795463910612339,1,High,0,1,0,1,0,0,1,Healthcare,1
0,1,5.574569848402298,4.447732160296213,0,Medium,0,0,0,1,1,0,0,Healthcare,1
1,0,9.801728881097988,5.519985254348704,1,Low,1,0,1,1,0,0,0,IT,1
1,1,7.759114274717647,3.962066930692598,0,Medium,0,0,0,0,0,0,0,IT,1
1,1,8.715642125039796,1.5952549514238825,1,Low,0,0,1,1,1,0,1,Healthcare,1
1,0,7.373262737429853,3.8625538234536663,0,Medium,0,0,0,1,1,0,1,Retail,1
1,1,9.172857003318033,5.329870847109592,1,Medium,0,1,0,1,1,0,1,Education,1
1,1,8.794867947711504,4.714052213194641,1,High,0,0,0,0,0,0,0,IT,1
1,1,6.010697140057587,3.779883140657746,1,High,0,1,0,1,0,0,0,Education,1
0,0,6.126465134833979,1.5046611581302254,1,Medium,0,0,1,1,0,0,1,IT,1
0,1,7.944462539317296,2.460974567644116,0,Medium,0,0,0,1,1,0,0,Healthcare,1
1,1,9.319147914813314,4.715858292777052,0,Medium,0,0,0,0,0,0,1,IT,1
1,0,11.725791106227696,1.5022642718885812,0,Medium,1,0,1,0,0,0,0,Healthcare,1
1,0,8.605981713331458,3.522632627864747,0,Low,0,1,0,1,1,0,1,IT,1
1,1,10.015062804977081,4.057633268464633,1,Medium,0,0,0,1,0,1,0,IT,1
1,0,4.774298130471663,5.724905733760092,1,Low,1,0,0,1,1,0,0,Education,1
0,0,12.025911698867965,4.921735826695812,0,Medium,0,1,0,1,1,0,0,Healthcare,1
1,1,9.211372422258385,5.4442168492359455,0,Medium,0,1,1,1,0,1,1,Education,1
1,1,7.9007909776824405,4.452779986048914,1,Medium,1,0,0,1,1,0,1,Healthcare,1
0,0,7.670607905084149,2.7318835266827612,0,Low,0,0,0,1,0,0,1,IT,1
1,1,5.785600404282004,3.0795092981371797,1,Low,0,0,1,1,0,0,1,Education,1
1,1,6.357426408559658,2.6010105411380815,0,Low,0,0,0,1,0,1,0,Healthcare,1
1,0,11.820871264266827,4.886171262889308,0,Low,0,0,1,0,1,1,1,IT,1
1,1,6.021991123427975,2.9591166716161634,1,Medium,1,1,1,0,1,1,0,Education,1
1,0,5.98346448426731,3.408999530457275,0,Medium,0,1,0,1,1,0,1,Education,1
1,0,6.595559027848842,4.033736857280273,0,Medium,0,0,0,0,1,1,1,Retail,1
1,1,5.603638494077455,6.461968669871919,1,Medium,1,1,1,1,1,0,1,Healthcare,1
1,1,8.03061314969102,4.985700861914847,0,Medium,0,0,1,1,1,0,0,IT,1
0,0,10.177821025330477,2.8407198630983364,1,Low,0,1,0,0,0,0,1,Retail,1
1,1,6.779015347455933,4.22777148584934,1,Medium,1,1,0,0,0,0,1,Healthcare,1
0,1,5.253351440478357,6.476967640743757,1,Medium,1,0,0,0,0,0,0,IT,1
0,1,8.583722626029308,4.922768992643412,1,Low,1,0,0,0,1,0,0,Retail,1
1,1,7.888451324640374,1.6026214607514095,0,High,0,1,0,1,1,0,0,IT,1
0,1,10.005449100163249,2.6271408570433534,1,Medium,0,1,0,0,1,0,0,IT,1
1,1,7.090983401395459,2.5120967462453194,0,Medium,0,0,0,0,1,0,0,Education,1
0,1,7.47968644074665,6.161094738039953,1,Low,0,0,0,1,0,0,0,Education,1
1,1,7.700939270913462,5.884421853795484,0,Low,0,0,0,0,0,0,1,Education,1
0,1,8.178008221106964,3.0624445333215773,0,Low,1,0,1,1,1,0,1,Education,1
0,0,7.2148766452848205,3.030129670289006,1,Low,0,0,0,0,1,1,0,Education,1
0,1,6.890711783907983,4.0670376739934255,1,Medium,0,1,0,1,0,0,1,Healthcare,1
1,1,4.299244630236317,4.11200356914019,0,Medium,0,0,0,1,0,0,0,Education,1
1,1,6.869225581759766,2.556511106015504,0,High,0,0,0,0,0,0,1,IT,1
0,1,9.430446536163505,3.6263039876521854,0,High,0,0,0,0,1,0,0,Retail,1
1,1,9.700491038737772,1.819595095220186,1,Medium,0,0,0,0,1,0,0,IT,1
1,1,7.057773952817399,5.908481057366554,0,High,0,1,0,0,1,0,1,Education,1
1,1,10.598971996363524,1.3595042307524805,0,Medium,0,1,0,1,1,0,1,Healthcare,1
1,1,7.94259185659929,1.3428408671608785,0,Medium,0,0,0,1,1,0,1,IT,1
1,1,5.324307256368105,4.652559181767895,0,Low,0,0,1,0,0,0,1,Education,1
0,1,4.695231887091488,2.144685643248919,1,High,1,1,1,1,1,1,1,IT,1
1,1,10.436515845239452,3.2485525627981904,0,Medium,0,1,0,0,0,0,1,Retail,1
1,1,7.253992549477853,4.094759291653924,0,Medium,0,0,0,0,1,0,1,IT,1
1,1,5.571870953854842,5.012951244800256,1,High,0,0,1,0,0,0,1,Healthcare,1
0,1,3.48144765712893,3.6683768230766884,1,Low,0,1,0,0,1,0,0,Retail,1
0,1,7.208567778249714,6.668757695919691,1,Medium,0,0,0,1,0,0,1,Education,1
1,1,8.809501717992722,3.9993415170101363,1,High,1,0,0,0,1,1,1,Healthcare,1
1,1,6.604617711907591,5.786192062388114,1,Medium,0,0,1,0,0,0,1,Retail,1
1,1,5.893509679732257,4.41783367054974,0,Medium,0,0,0,0,0,0,0,Education,1
1,0,6.901248462786545,7.196814637010997,0,Medium,0,1,1,0,1,1,0,IT,1
0,1,10.486384038289712,5.587545255886283,1,Medium,0,1,0,0,0,0,0,Retail,1
1,1,5.214036764649618,4.06520466320892,1,High,0,0,1,0,1,0,1,Retail,1
1,1,6.7165979391549655,4.9432460753612215,0,High,0,1,1,1,0,0,0,Retail,1
1,1,10.42151547923518,3.6087762167036024,0,Low,0,0,1,0,1,0,1,IT,1
0,1,8.988352578847508,3.5936502424673233,1,Medium,0,0,0,0,1,0,1,Retail,1
1,1,8.358255627557913,2.044883757946622,0,Medium,0,0,0,1,1,0,1,Healthcare,1
1,1,6.7031077291675025,2.787607596299307,0,Medium,0,1,0,0,0,0,0,Retail,1
0,1,8.061009629000855,7.091457077733582,0,Medium,1,0,0,1,1,0,1,Healthcare,1
1,0,6.924341863093399,2.193952943082131,0,High,0,1,1,1,1,1,1,Education,1
1,1,6.281227737858498,3.016760930824542,1,High,0,0,1,0,1,0,1,Education,1
0,1,5.8398850493965195,3.859421984561346,0,Medium,0,1,0,1,1,0,1,Education,1
1,1,9.568191192744997,3.9093860578711443,1,Low,0,1,1,1,0,0,0,IT,1
1,0,7.8791877355677284,4.575588729596441,0,Low,0,1,0,1,1,1,1,IT,1
1,1,8.629027487605391,3.2963189378289055,1,Medium,0,0,0,0,1,0,1,Education,1
1,1,8.303346371602807,4.668064550494506,0,High,0,1,1,0,1,0,0,IT,1
1,1,8.88183765561672,5.713578161720088,0,Medium,0,0,0,0,1,0,0,Healthcare,1
0,1,7.490562420028216,5.89994851597225,1,Medium,0,1,0,1,1,0,0,Retail,1
1,1,7.036685097890851,3.5987322990447397,0,High,1,1,0,1,0,0,1,IT,1
1,1,6.369439341217755,4.917015143354447,1,Low,0,0,1,1,0,0,1,IT,1
1,1,5.172061733185773,2.2807995667882173,1,Low,0,0,0,1,0,0,1,Healthcare,1
0,1,5.7559336587541665,2.9174259320915046,0,Medium,1,0,1,0,1,0,0,Healthcare,1
0,1,7.269164557799557,2.2393999019641866,0,High,1,0,1,0,0,0,1,IT,1
1,1,4.793921031129043,3.931382966860524,0,High,0,1,1,0,1,1,1,Education,1
1,1,5.235428191727939,2.7111710854600837,0,Medium,0,1,0,1,1,0,1,Retail,1
0,1,10.084279785270354,1.718959661792808,1,Medium,0,1,0,1,0,1,1,Education,1
1,1,8.448358969707584,3.4209921661282743,0,Medium,0,0,1,1,1,0,0,Retail,1
1,1,7.096326543592959,1.4071243363285717,1,Medium,0,1,0,1,0,0,0,Healthcare,1
1,0,12.54314891780912,5.9907896554692135,1,Medium,0,0,0,0,1,0,0,Retail,1
0,0,4.703500562573943,3.163715408135089,1,Medium,0,0,1,0,1,0,1,Retail,1
1,1,9.951222552923644,5.477974110457193,0,Low,0,1,1,1,1,1,1,IT,1
0,1,7.777067834441168,3.261898764947542,0,Medium,1,0,0,0,1,1,1,IT,1
0,1,9.570094045825623,2.207593261074099,0,Medium,1,1,1,1,0,0,0,Education,1
1,1,8.217907434541614,5.763285957033879,1,Medium,0,1,1,0,0,0,0,Education,1
0,1,4.255509875509485,4.133055374661607,0,Low,0,1,0,0,1,0,1,Retail,1
0,1,8.190920935117656,6.830363928868445,1,High,1,0,0,0,1,0,1,Healthcare,1
0,1,8.671111709279195,3.300215610650177,1,High,1,0,0,1,1,1,1,IT,1
0,0,3.616029402951172,3.332604550650351,1,High,0,1,1,0,0,0,1,Education,1
0,0,11.888096587603798,5.507186263328664,1,Medium,0,0,0,0,0,0,1,Healthcare,1
1,1,8.622415188345544,5.5176289757485675,1,Medium,0,1,0,0,1,0,1,Education,1
0,1,9.343975480272992,4.230145579771977,0,High,0,1,1,0,0,0,1,Healthcare,1
0,0,5.668941220847376,9.002902284712217,0,Medium,0,1,1,1,0,0,0,Education,1
0,0,9.381235044291236,3.579158811519473,0,Low,0,0,1,1,1,1,1,Education,1
1,1,10.179008919126112,2.095805144546474,1,Medium,0,1,0,0,0,0,0,Healthcare,1
1,0,8.507136456275692,2.496167439128927,0,Medium,0,1,0,1,0,0,1,Healthcare,1
1,1,7.981256882958471,3.58789076596116,1,High,0,1,0,1,1,0,1,IT,1
1,1,6.212823750203167,6.278162508237476,1,Medium,0,1,0,1,0,0,1,IT,1
1,1,7.567586164433348,3.7204842067799797,0,Low,1,1,0,0,0,0,1,Healthcare,1
1,1,6.97594097148144,6.349078147549207,1,High,0,0,0,0,0,0,0,Healthcare,1
0,1,9.143991274785368,4.651637673067187,0,Medium,1,1,0,1,1,0,1,IT,1
1,1,6.300248149765195,5.625053944540775,0,Medium,0,0,1,0,0,0,0,Healthcare,1
1,1,9.129301443007115,4.580752939940206,1,Medium,0,0,0,0,1,0,1,Education,1
1,1,6.3220288745406865,4.568872009932906,1,High,0,1,0,1,1,0,1,Healthcare,1
0,1,7.4752948916799635,5.1290659016591125,1,Medium,0,1,1,1,1,0,1,Retail,1
1,1,9.232088794025634,3.149937276871382,1,Low,0,0,1,0,1,0,0,Healthcare,1
0,1,6.5924065600279125,3.1664296831787686,1,Medium,0,0,0,0,0,0,1,IT,1
0,1,9.301072977955204,4.524320479246892,1,High,0,1,1,1,1,0,0,Retail,1
1,1,9.105988315342737,6.911667213259034,0,Medium,0,0,0,0,1,0,1,Retail,1
1,1,7.458098653246113,1.68887016209953,0,Medium,0,1,0,0,1,0,1,Healthcare,1
1,1,10.32356640271158,0.9562215708399591,0,High,0,1,0,0,1,0,1,Healthcare,1
1,0,8.155568683954229,3.604384245657081,0,High,1,1,1,1,0,0,1,Retail,1
0,1,10.2045530531707,5.546270620740617,1,Medium,0,0,1,1,0,1,0,IT,1
0,1,11.586929849754357,4.077064128520272,1,High,0,0,0,1,1,0,1,IT,1
0,1,7.517397956597377,2.2460052297774324,1,Low,0,0,0,0,1,1,1,IT,1
1,1,9.289909968054793,4.118640245299582,0,Medium,0,0,0,0,0,0,0,Retail,1
0,1,6.724864149354249,1.4005401806752618,0,Medium,0,0,0,0,1,0,0,Education,1
0,1,5.934371180983604,4.943375591311263,0,Medium,0,0,1,0,0,0,1,Education,1
1,0,7.609080685227143,3.5363379753203628,0,Medium,0,1,0,0,0,0,0,Retail,1
0,0,5.274799440501074,3.876951250681855,1,Medium,0,1,0,0,1,0,0,Retail,1
1,1,6.12478444070538,4.640778205766713,1,Low,0,0,0,1,1,0,1,Healthcare,1
1,1,9.182865198642135,4.3085333760641635,0,High,1,0,0,1,1,0,0,Retail,1
0,1,6.972701969102323,3.188110639403333,1,Medium,0,1,0,0,1,0,1,IT,1
1,1,9.421028174243723,5.550419256469706,1,Medium,0,1,1,1,1,0,0,Healthcare,1
1,0,8.598823876034974,5.195398846958581,1,Medium,0,0,0,0,1,0,1,Education,1
0,0,11.70230812403823,1.338573711663603,1,Medium,0,1,1,1,1,0,1,Education,1
1,1,9.048674571152091,3.654635992791102,1,High,0,0,0,0,0,0,1,Healthcare,1
1,1,10.228436140558628,2.3795698094555844,1,Medium,0,0,0,1,1,0,0,Education,1
0,1,8.803769326255093,2.0979128512068663,1,High,0,1,0,0,1,0,1,IT,1
0,1,8.622787002156144,4.802700435267429,0,Medium,0,0,0,0,1,0,1,IT,1
1,1,10.329466084226631,3.3711080790021395,0,Low,0,1,0,1,0,1,1,Education,1
1,0,9.337594931730528,3.785842526580385,0,Low,1,0,0,1,0,1,1,IT,1
1,1,8.420127225914856,2.9954725993344096,1,Medium,1,0,1,1,0,0,1,IT,1
1,1,8.411309331859435,4.555263179229741,1,High,0,0,0,0,1,0,1,Healthcare,1
0,1,9.076458623660832,5.017520327978547,1,High,0,0,0,1,1,1,1,Education,1
1,1,6.65725296108023,7.2553822944644875,0,High,0,0,0,1,0,0,0,Retail,1
0,1,6.572401067722604,3.7285386032527725,1,High,0,0,0,0,1,0,0,IT,1
0,0,10.850811864745864,1.8273737878367324,1,Low,1,0,0,0,1,0,1,Healthcare,1
1,1,11.728827327719996,3.244159464352723,0,High,1,0,0,0,1,1,0,Retail,1
1,1,6.142235083179669,5.270589882072485,0,Medium,1,0,0,1,0,0,1,Healthcare,1
1,1,6.662011135120592,2.841032214804538,1,Low,0,1,1,1,1,1,0,IT,1
0,0,10.28504563900829,1.776808600817529,1,Medium,0,1,0,1,1,0,0,Retail,1
1,1,9.067039986284794,2.8722734705678947,1,Medium,0,0,0,0,1,0,1,Education,1
1,1,9.352856210641844,3.1999511233760285,0,Medium,0,0,0,1,1,0,0,Retail,1
1,0,9.793202589706114,2.375995678053015,0,Medium,1,0,1,0,1,0,1,IT,1
1,0,7.518535676511849,4.326214771174657,1,Medium,0,0,0,0,1,0,0,IT,1
0,1,8.659939849980374,3.88146657818992,1,Medium,0,0,1,1,0,0,1,Healthcare,1
0,1,8.504384301396184,5.184557861228195,1,Low,0,1,0,1,1,0,1,Healthcare,1
1,1,6.283016799509079,3.331210247611616,1,High,1,1,0,0,1,0,0,Healthcare,1
0,0,8.630181886431409,4.837097152852753,1,Medium,0,1,0,0,0,0,1,Healthcare,1
1,0,10.475421392299335,3.261593808964501,0,Medium,0,0,1,1,1,0,1,Retail,1
1,1,7.331733522313277,2.305581457286896,1,Medium,0,0,1,0,1,0,0,Retail,1
1,1,8.305138497481868,3.1854712971311008,0,High,0,0,0,0,0,0,1,IT,1
0,0,8.413417832021713,1.5725992164245541,1,Medium,1,1,0,0,1,0,1,Education,1
1,1,7.430670899129459,6.682323459974468,0,Medium,0,1,0,0,1,1,1,IT,1
1,0,9.353802475388715,4.213749621679003,1,High,1,0,0,0,1,1,0,Healthcare,1
1,1,6.639868737490025,2.8068896645043058,1,Medium,0,0,1,1,0,0,0,Education,1
1,0,10.665291037391867,3.4335337565769093,0,Medium,0,0,0,0,1,0,0,Healthcare,1
1,0,9.25241112326449,0.3243040251398961,0,Medium,1,1,0,1,1,1,1,IT,1
1,1,6.126462798654211,6.151529837607726,0,Medium,1,0,0,0,1,1,1,IT,1
1,1,11.396019369772507,6.004822066321351,0,High,1,0,0,0,1,0,0,Healthcare,1
1,1,8.33620292252319,4.161312856240145,0,High,0,1,1,1,1,1,1,Healthcare,1
1,0,6.554104965529897,4.4791934440951096,1,High,0,1,0,0,1,0,1,Education,1
0,0,10.209109049982382,2.0984848346115097,1,Low,1,0,1,1,1,0,1,Education,1
1,1,8.98934303889605,2.207545157109224,1,Medium,1,1,0,1,1,0,0,Healthcare,1
1,1,4.456080591531924,1.4540557762184019,0,Medium,1,0,0,1,1,0,1,Retail,1
1,1,6.948679365512293,3.758397871339614,0,High,1,0,0,0,0,0,0,Retail,1
0,1,8.558194674443087,5.591553107298898,0,Medium,0,0,0,1,0,0,0,Retail,1
0,1,3.6808666447146825,3.425178056946482,0,High,0,1,1,0,0,0,1,IT,1
1,0,8.170140170774788,4.521543745266426,1,Low,1,0,1,0,0,0,0,Education,1
1,1,8.31595874541052,5.468250842340349,1,Medium,0,0,0,0,1,0,1,IT,1
1,1,5.6330162352483555,1.5638489830329427,1,Medium,1,1,0,1,0,0,0,Healthcare,1
0,1,8.541289772519928,6.768348138068914,0,High,0,1,1,1,1,0,1,Retail,1
1,1,8.014927678250068,5.735980581146901,1,Medium,0,1,1,1,1,0,0,Education,1
1,1,5.617411788229971,4.770839076640639,1,Low,0,0,0,1,1,0,1,Education,1
1,0,9.83912109372565,5.386141795804109,0,High,0,1,0,1,1,0,1,Healthcare,1
1,1,9.67570758953561,5.4566144549126046,1,Medium,1,0,1,1,1,1,1,Healthcare,1
1,0,7.420525826295277,4.438959829884718,0,Medium,1,0,1,0,1,1,0,Education,1
0,1,7.602837353216352,6.142416929338854,0,Low,0,1,1,0,1,1,1,IT,1
0,1,9.452527875190691,3.3210094770738197,1,High,0,1,1,0,1,0,1,Healthcare,1
1,1,7.598673713776387,4.692716807793097,1,High,0,1,0,0,0,0,1,Healthcare,1
1,1,4.1381835989596905,5.982464201875089,0,Low,0,0,0,0,0,0,1,Education,1
1,1,8.973873114799854,-0.03679963408881637,0,Medium,0,0,0,0,1,0,1,Retail,1
1,0,6.373481358522984,4.6569450189612365,1,Medium,1,1,0,1,1,1,1,Retail,1
1,1,7.220313891164812,5.086907467665032,1,Medium,1,0,0,0,0,0,1,Retail,1
1,0,10.915741135902952,1.437337951173336,1,Medium,0,0,0,1,0,1,1,IT,1
0,1,7.732043051982404,4.422730129024876,0,Medium,0,0,0,0,0,0,0,Education,1
1,1,8.003469871747747,2.809441029460542,1,High,1,0,1,0,1,0,0,IT,1
1,1,9.019334550927194,4.595209422386855,0,High,0,1,0,0,1,0,0,Education,1
0,0,9.010667887748065,3.8575010553838736,1,High,0,0,1,1,0,1,1,Retail,1
0,1,6.161604465244434,2.5805077462445603,1,Low,1,0,1,0,1,0,1,Healthcare,1
1,1,7.8794029689312515,5.664495495402177,0,High,0,0,0,1,1,0,0,Retail,1
1,1,8.072305055851654,3.3724524640157423,0,Low,0,1,0,1,1,1,1,Healthcare,1
1,0,8.544053793257653,4.404945691032374,0,Medium,0,0,0,0,1,0,1,Healthcare,1
0,1,8.57844388183324,5.971071435226147,0,Medium,0,0,1,1,1,0,0,IT,1
0,1,13.174882457554915,2.6249582584252282,0,High,1,1,1,1,1,1,1,Healthcare,1
1,0,5.648280458825511,4.012073871959241,0,Low,0,1,0,0,1,0,0,Education,1
1,1,9.960183240395912,3.2570092824349905,0,High,0,1,0,0,0,0,0,Retail,1
1,1,10.366751611666118,3.591730533193414,1,Medium,1,1,0,0,1,0,0,Education,1
0,1,8.985567947847054,7.234127811859686,0,Low,0,1,0,1,0,0,0,Retail,1
0,1,6.699369210253851,4.685163826105419,0,Low,0,1,0,1,0,0,1,Healthcare,1
1,1,11.329336060535253,4.470389014933309,1,Low,0,0,1,0,1,0,1,Healthcare,1
1,1,3.616034270519604,4.78613100089719,0,High,0,1,1,0,1,1,1,Healthcare,1
0,0,6.633466605564347,4.645389441373699,0,Low,1,0,0,1,1,0,1,Education,1
1,1,10.343364394445622,1.2612796915222253,1,Low,0,1,1,0,1,0,1,Retail,1
0,0,7.259776793154964,7.445141230783311,0,Low,0,1,1,0,1,1,0,Retail,1
1,1,11.192929049600371,1.8034457122920333,1,Medium,1,0,1,1,1,0,1,Healthcare,1
1,1,4.976390510643199,6.598891399039422,0,Medium,0,0,0,0,0,1,1,Education,1
0,0,5.775796212103984,4.927023047533377,0,Medium,0,1,0,1,1,0,1,Healthcare,1
1,0,6.93672365974605,4.2711685272017075,1,High,1,0,0,1,1,0,1,Healthcare,1
0,1,8.834798555073057,3.5417725358850376,0,High,0,0,0,0,0,0,1,Healthcare,1
0,1,7.5559596992399545,7.907740826639946,0,Medium,1,0,0,0,0,1,1,Education,1
0,1,7.0192014948751575,4.9067343402616395,0,Medium,0,1,1,0,1,0,1,Healthcare,1
0,1,10.840792862197048,4.026532097377599,0,Medium,0,0,1,0,0,0,1,Retail,1
1,1,11.026889950778301,3.19710594323449,0,High,0,0,0,0,0,0,1,Education,1
1,1,7.171240468584889,3.0172775968793717,0,Medium,0,1,0,0,0,0,1,Education,1
1,1,4.580464385340675,4.075916270758322,1,Medium,1,0,0,0,0,0,0,IT,1
1,1,3.6850323416252406,2.604095452508135,1,Medium,0,1,0,1,1,0,1,Healthcare,1
0,1,8.478580229560713,5.019476571917119,1,High,0,1,1,0,1,0,1,Retail,1
0,1,9.311911244437596,3.031536449145494,1,Medium,0,0,1,1,1,0,1,IT,1
1,1,8.125995571157091,5.507433271668736,1,High,0,1,1,1,1,0,1,IT,1
1,1,7.858183785838483,5.47388107196693,1,Low,1,0,0,1,0,0,1,Retail,1
0,1,6.390914770611835,3.9168464813137116,0,High,0,0,1,1,1,0,1,Healthcare,1
1,0,9.309959587827677,4.870453344782465,1,High,0,1,0,0,0,0,1,Retail,1
1,1,11.35637075779782,4.945545864290197,0,High,0,1,1,1,0,0,1,Education,1
1,1,3.5662446453288883,1.8065025862827992,1,Low,0,0,0,1,0,0,0,Retail,1
1,0,7.844997622424569,6.597539482980436,1,Medium,0,0,0,1,1,0,1,Education,1
0,1,6.0593033011727995,3.616384428569268,1,High,0,0,1,1,0,0,0,Retail,1
1,1,5.019068011892297,5.04336027012355,0,High,0,1,0,0,1,0,0,Education,1
0,1,5.740048258431168,5.0854352665792355,1,Medium,0,0,1,1,0,0,0,Healthcare,1
1,1,8.759345711368809,0.2656943626968875,0,Medium,0,1,1,1,1,1,0,Education,1
0,1,8.809924395182332,3.014606207875796,1,Low,0,0,0,1,0,0,1,Education,1
0,1,10.9205755223496,5.2605532306390845,1,Medium,0,1,0,0,1,0,1,Healthcare,1
0,1,8.017563094290923,4.093378689152805,0,Low,1,1,0,1,1,0,1,Retail,1
1,0,4.483556740260843,5.033454004507105,0,Low,1,0,0,0,0,0,1,Retail,1
1,0,7.5236609152480565,4.138549842167776,0,Medium,0,0,0,0,1,0,1,IT,1
1,1,5.227241855568432,5.844072690704717,0,Medium,1,0,1,0,0,0,1,Education,1
1,1,5.5864082271559905,4.171050832666616,1,High,0,0,0,0,1,0,0,Retail,1
1,1,9.161118116812991,6.136133645170714,1,Medium,1,1,1,0,1,0,1,Retail,1
1,1,8.38836181118884,2.529957134181933,0,Medium,0,1,1,1,1,0,0,IT,1
1,1,9.175131190870662,3.8085398957815833,1,High,0,0,0,0,0,0,0,Education,1
1,1,7.285014305456544,3.109900647126943,1,Medium,1,1,1,1,0,0,0,Education,1
1,1,9.581059126850711,4.582954096093398,0,Low,1,0,0,1,0,0,1,Healthcare,1
1,1,7.1731942034197775,3.5819980826761353,0,Medium,1,1,1,1,1,0,1,Healthcare,1
1,1,10.233365665484495,3.655728719359545,1,Medium,0,1,1,0,0,0,1,IT,1
1,1,8.689277878943084,2.94285045512463,0,High,1,1,0,0,1,0,0,IT,1
1,1,7.586006259030765,3.3088967246071843,0,Medium,0,0,1,1,0,0,1,Healthcare,1
1,1,8.424186088352194,3.984584404124984,0,Medium,0,1,1,0,1,0,1,Healthcare,1
1,1,7.964278598050164,0.9679822732252408,1,Medium,0,1,1,1,0,0,0,IT,1
0,1,11.192213030625846,0.5473542159532347,0,Medium,0,0,1,1,1,0,1,Retail,1
1,1,8.490875245157579,4.088718913461224,1,Medium,0,1,1,1,0,1,1,Healthcare,1
1,1,7.996774655210983,-0.1537648478503124,1,Low,0,0,0,0,1,0,0,Retail,1
1,1,7.523018285898401,3.710286584787893,0,High,0,1,0,0,0,0,0,Healthcare,1
1,1,9.686368438490021,3.4342543582131793,1,Medium,1,1,0,0,0,0,1,Healthcare,1
0,1,9.41582667810701,4.8130568047913105,0,Medium,1,1,0,1,0,0,1,Education,1
1,1,7.452316739374743,2.991972431422106,1,Medium,1,0,0,1,1,0,1,Education,1
1,1,5.688716970754383,6.354272153937949,1,Medium,1,0,0,1,1,0,0,Healthcare,1
1,1,6.1960637232432925,5.272244309845652,0,Medium,1,1,1,1,0,0,0,Education,1
0,1,7.631674920915608,1.7315589525227288,1,High,1,1,1,0,1,0,1,Education,1
1,1,10.697855012238167,3.5734804637884863,0,Medium,0,1,0,1,1,0,1,Education,1
1,1,7.499646741506172,6.290777716275812,0,Medium,0,0,1,1,1,0,1,Retail,1
0,0,6.811752780068871,2.953552141900699,0,Medium,0,1,0,1,1,1,1,Healthcare,1
1,1,4.478561373502707,3.920661512461883,1,High,1,1,0,0,1,0,1,IT,1
1,0,11.027082871204593,6.106191363782165,0,High,0,1,1,1,0,0,0,IT,1
1,1,9.13805629196292,3.189106575905833,0,High,1,0,1,1,1,0,0,Retail,1
0,0,9.592019940011715,5.6844699101243386,1,Medium,0,0,1,1,0,0,1,IT,1
0,0,9.92337610385875,2.6350005960795713,1,Medium,0,0,1,1,0,0,1,Healthcare,1
1,0,7.670539542482073,-0.3314207752191791,1,High,0,0,0,1,1,0,1,IT,1
0,1,8.169181267495071,5.842793974660941,0,Medium,1,1,1,1,1,1,1,Retail,1
0,1,10.97720388390399,4.658102560086213,1,High,0,0,0,0,0,0,0,IT,1
1,0,8.359161778638274,4.756846413001698,1,High,0,0,1,0,1,0,1,IT,1
0,1,9.175050580127989,2.3605558130420885,0,Low,0,1,0,1,1,0,1,Education,1
1,0,9.741101434401022,2.479971075254705,1,Medium,1,0,1,0,0,0,1,Education,1
1,1,9.285862664845288,5.72565477960421,0,Medium,0,0,1,1,1,0,1,Retail,1
1,1,7.743661659467012,4.364810961106395,1,Medium,0,0,0,0,1,1,0,Healthcare,1
1,1,7.932232314372161,3.8238159139933603,1,High,0,0,0,0,0,0,1,Healthcare,1
0,1,9.555280875951885,4.331389993171246,1,Low,0,0,0,0,0,1,1,Healthcare,1
0,1,9.552005719869452,6.26275829501845,1,Medium,1,0,1,0,0,0,1,Education,1
1,1,10.336465198038923,5.085532340578855,1,High,0,0,1,0,0,0,1,Healthcare,1
1,1,9.102193966619677,3.288032203922263,0,Low,0,0,0,0,0,1,1,IT,1
1,1,9.19321122718411,1.8947682083199222,0,Medium,1,1,1,0,1,1,1,Retail,1
0,1,7.107533266431107,4.882080642741678,0,Medium,1,1,1,1,1,0,0,Retail,1
1,1,6.837700977856197,2.614047984048657,1,High,1,0,0,1,0,0,0,Education,1
0,1,9.561261348702988,2.2264345935718515,0,Medium,0,0,0,1,1,0,1,Education,1
0,1,6.85162986396725,5.973623780311101,1,Low,0,0,0,1,1,0,1,IT,1
1,1,7.958597993766276,5.30860862013722,0,High,1,0,0,0,0,0,1,Education,1
1,1,10.758046481942582,4.578528890020746,0,Medium,0,0,1,0,1,0,1,Retail,1
1,0,10.441140584690178,2.1424044085941256,1,High,1,1,0,0,1,1,1,Education,1
0,1,8.603577661594368,6.683899091150623,0,Medium,0,0,0,1,0,0,0,Education,1
1,1,7.40772084033258,5.5433024720737745,1,Low,0,0,1,1,0,0,0,Retail,1
1,1,7.75324217931299,3.544321598406409,0,High,1,0,0,0,1,0,0,Education,1
0,1,9.73532028211123,3.2270799127587013,0,Low,0,1,0,0,0,0,1,IT,1
1,1,7.927001445107669,4.117734611963402,0,Medium,0,0,0,1,0,0,0,Healthcare,1
1,1,6.883435213979472,3.2823720001920234,0,High,0,0,1,0,1,0,1,Education,1
1,0,10.431549512815948,7.317780935177662,1,Medium,0,0,1,0,1,1,1,Healthcare,1
1,1,8.363200278258562,3.4217074379427026,1,Medium,0,1,1,0,1,0,0,IT,1
